,Edad,Trabajo,Estado civil,Educacion,Default,Prestamo vivienda,Prestamo personal,Contacto,Mes,Dia de la semana,Cantidad de contactos,Dias,Anterior,Resultado anterior,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
200,47,Autonomo,casado,universitario,no,si,no,celular,jul,mon,9,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
201,48,Obrero,casado,basica.9y,no,no,no,telefono,jun,wed,5,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
202,41,Tecnico,divorciado,curso profesional,no,desconocido,desconocido,telefono,oct,mon,1,999,0,inexistente,-0.1,93.798,-40.4,5,5195.8,no
203,76,Jubilado,soltero,basica.4y,no,no,no,celular,nov,mon,4,6,1,exitosa,-3.4,92.649,-30.1,0.715,5017.5,si
204,33,Servicios,divorciado,secundario,no,si,si,celular,apr,fri,1,999,0,inexistente,-1.8,93.075,-47.1,1.479,5099.1,no
205,33,Obrero,divorciado,basica.6y,desconocido,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
206,33,Administrativo,casado,universitario,desconocido,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
207,34,Servicios,casado,secundario,no,no,no,celular,may,wed,3,999,0,inexistente,-1.8,92.893,-46.2,1.27,5099.1,no
208,49,Administrativo,divorciado,secundario,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
209,60,Gerente,casado,universitario,no,desconocido,desconocido,celular,aug,fri,5,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
210,52,Obrero,casado,basica.9y,no,no,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
211,46,Administrativo,divorciado,universitario,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
212,42,Servicios,soltero,secundario,no,no,no,celular,may,thu,2,999,0,inexistente,-1.8,92.893,-46.2,1.327,5099.1,no
213,46,Tecnico,divorciado,basica.9y,no,si,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
214,37,Administrativo,casado,universitario,no,si,no,celular,jul,wed,22,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
215,51,Obrero,casado,basica.9y,desconocido,si,no,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
216,48,Ama de casa,casado,basica.4y,desconocido,si,no,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
217,45,desconocido,casado,desconocido,no,si,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
218,25,Administrativo,soltero,basica.9y,no,si,si,celular,jul,thu,21,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
219,37,Empresario,soltero,basica.9y,desconocido,si,no,celular,jul,tue,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
220,39,Obrero,soltero,universitario,no,no,no,celular,may,wed,5,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
221,30,Obrero,casado,secundario,desconocido,no,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
222,41,Administrativo,casado,secundario,no,no,no,celular,apr,mon,1,999,0,inexistente,-1.8,93.075,-47.1,1.392,5099.1,no
223,40,Administrativo,casado,universitario,desconocido,no,no,telefono,nov,mon,1,999,0,inexistente,-0.1,93.2,-42,4.191,5195.8,no
224,38,Jubilado,soltero,basica.6y,desconocido,no,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
225,41,Tecnico,divorciado,universitario,no,si,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
226,31,Administrativo,soltero,secundario,no,si,no,celular,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
227,40,Obrero,casado,curso profesional,no,no,no,celular,jul,mon,5,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
228,41,Autonomo,casado,basica.9y,no,si,no,telefono,jun,wed,7,999,0,inexistente,1.4,94.465,-41.8,4.962,5228.1,no
229,46,Obrero,casado,basica.9y,desconocido,no,no,telefono,may,mon,3,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
230,27,Administrativo,soltero,universitario,desconocido,no,si,telefono,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
231,49,unemployed,casado,secundario,no,no,no,celular,sep,wed,1,999,0,inexistente,-3.4,92.379,-29.8,0.768,5017.5,si
232,36,Tecnico,soltero,curso profesional,no,si,si,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
233,34,Tecnico,casado,curso profesional,no,si,no,celular,may,thu,1,999,1,fallida,-1.8,92.893,-46.2,1.266,5099.1,no
234,27,Obrero,soltero,basica.9y,no,si,si,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
235,44,Empresario,soltero,universitario,no,no,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
236,56,unemployed,casado,curso profesional,no,no,no,celular,sep,fri,1,999,2,fallida,-3.4,92.379,-29.8,0.762,5017.5,no
237,29,Administrativo,casado,universitario,no,si,si,celular,may,fri,3,13,2,fallida,-1.8,93.876,-40,0.684,5008.7,si
238,32,Servicios,casado,basica.4y,desconocido,no,no,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
239,33,Servicios,casado,universitario,desconocido,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.962,5228.1,no
240,52,Obrero,casado,basica.4y,desconocido,si,si,celular,aug,wed,4,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,si
241,54,Tecnico,divorciado,basica.9y,desconocido,no,no,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
242,44,Tecnico,soltero,universitario,no,si,no,celular,aug,wed,3,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,si
243,22,estudiante,soltero,secundario,no,no,no,celular,may,fri,1,999,0,inexistente,-1.8,92.893,-46.2,1.313,5099.1,no
244,31,Empresario,casado,basica.6y,no,si,no,telefono,may,fri,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
245,26,Obrero,casado,basica.9y,no,si,no,telefono,jun,mon,35,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
246,34,unemployed,soltero,secundario,no,no,no,telefono,may,wed,8,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
247,42,Administrativo,casado,universitario,no,si,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
248,42,Empresario,casado,desconocido,desconocido,si,no,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
249,30,Tecnico,soltero,universitario,no,no,no,celular,nov,thu,2,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
250,28,Servicios,soltero,basica.9y,no,no,si,celular,may,fri,2,999,1,fallida,-1.8,92.893,-46.2,1.25,5099.1,no
251,36,Empresario,soltero,basica.4y,no,no,no,celular,jun,tue,1,999,0,inexistente,-2.9,92.963,-40.8,1.099,5076.2,si
252,51,Administrativo,casado,universitario,no,no,no,telefono,may,tue,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
253,35,Administrativo,casado,secundario,no,no,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
254,50,Tecnico,casado,secundario,no,si,no,celular,jul,thu,2,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
255,45,Servicios,divorciado,secundario,no,si,no,celular,nov,mon,1,999,0,inexistente,-0.1,93.2,-42,4.191,5195.8,no
256,26,Tecnico,soltero,universitario,no,si,no,celular,oct,thu,1,999,0,inexistente,-3.4,92.431,-26.9,0.754,5017.5,no
257,45,unemployed,casado,basica.9y,no,si,no,celular,jun,mon,1,999,0,inexistente,-2.9,92.963,-40.8,1.266,5076.2,no
258,30,Administrativo,soltero,universitario,no,si,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
259,46,Administrativo,casado,secundario,no,si,no,celular,nov,mon,1,999,0,inexistente,-0.1,93.2,-42,4.191,5195.8,no
260,42,Tecnico,casado,basica.6y,no,no,no,celular,nov,tue,2,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
261,31,Servicios,soltero,universitario,no,si,no,celular,jul,mon,9,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
262,32,Tecnico,soltero,curso profesional,no,no,si,celular,aug,fri,5,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
263,36,Empresario,casado,secundario,no,si,no,celular,may,tue,1,999,1,fallida,-1.8,92.893,-46.2,1.344,5099.1,no
264,45,Obrero,casado,basica.6y,desconocido,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
265,32,Servicios,soltero,curso profesional,no,si,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
266,44,Obrero,casado,basica.4y,no,no,no,celular,jul,tue,5,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
267,52,Obrero,casado,basica.4y,desconocido,no,no,celular,may,mon,3,999,0,inexistente,-1.8,92.893,-46.2,1.354,5099.1,no
268,55,Autonomo,casado,universitario,desconocido,no,no,celular,jul,thu,2,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
269,33,Servicios,soltero,secundario,no,si,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
270,56,Administrativo,casado,basica.6y,no,si,no,celular,aug,mon,1,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
271,40,Autonomo,casado,basica.9y,no,si,si,celular,apr,mon,4,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
272,61,Administrativo,casado,universitario,no,no,no,celular,dec,mon,1,999,1,fallida,-3,92.713,-33,0.715,5023.5,no
273,47,Administrativo,casado,secundario,no,si,si,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
274,36,Administrativo,casado,curso profesional,no,no,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
275,48,Tecnico,casado,secundario,no,no,no,celular,aug,wed,3,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
276,40,Servicios,soltero,secundario,desconocido,si,no,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
277,37,Obrero,soltero,secundario,no,si,no,telefono,jul,mon,8,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
278,33,Administrativo,casado,universitario,no,si,no,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
279,38,Tecnico,casado,universitario,desconocido,no,no,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
280,34,Administrativo,soltero,universitario,no,no,no,celular,jul,tue,4,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
281,27,Obrero,soltero,basica.4y,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
282,47,Autonomo,divorciado,universitario,no,no,no,celular,mar,tue,1,999,0,inexistente,-1.8,93.369,-34.8,0.646,5008.7,si
283,57,Administrativo,soltero,universitario,desconocido,no,no,telefono,jul,fri,1,999,0,inexistente,1.4,93.918,-42.7,4.959,5228.1,no
284,46,Obrero,casado,secundario,no,no,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
285,48,Servicios,casado,curso profesional,no,no,no,celular,nov,fri,6,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
286,33,Autonomo,casado,basica.9y,desconocido,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
287,34,Obrero,casado,curso profesional,desconocido,si,no,telefono,jun,thu,3,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
288,45,Autonomo,casado,basica.9y,no,si,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
289,48,Tecnico,casado,curso profesional,desconocido,si,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
290,32,Obrero,casado,secundario,no,si,no,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
291,50,Obrero,casado,basica.4y,desconocido,si,si,telefono,jun,fri,15,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
292,27,Administrativo,soltero,secundario,no,no,no,telefono,apr,thu,3,999,0,inexistente,-1.8,93.075,-47.1,1.41,5099.1,no
293,36,Tecnico,soltero,curso profesional,no,no,no,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
294,38,Tecnico,soltero,secundario,no,si,no,celular,mar,fri,2,999,0,inexistente,-1.8,93.369,-34.8,0.653,5008.7,si
295,39,Administrativo,casado,universitario,no,si,si,celular,jul,wed,6,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
296,47,Gerente,casado,universitario,no,no,no,telefono,nov,tue,3,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
297,33,Obrero,casado,basica.9y,no,si,no,celular,may,wed,2,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
298,54,Obrero,casado,basica.4y,no,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
299,51,Administrativo,casado,universitario,no,si,no,celular,aug,tue,7,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
300,33,Obrero,casado,basica.4y,desconocido,si,si,celular,nov,thu,1,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
301,31,Administrativo,soltero,secundario,no,si,no,telefono,may,fri,25,999,0,inexistente,1.1,93.994,-36.4,4.864,5191,no
302,44,Administrativo,casado,universitario,no,si,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
303,44,unemployed,casado,basica.9y,desconocido,no,si,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
304,37,Obrero,soltero,curso profesional,no,no,no,celular,aug,tue,11,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
305,28,Administrativo,soltero,universitario,no,si,no,celular,oct,thu,2,999,0,inexistente,-3.4,92.431,-26.9,0.74,5017.5,no
306,50,Tecnico,casado,basica.6y,no,si,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
307,54,Ama de casa,casado,basica.4y,desconocido,si,no,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
308,55,Obrero,casado,basica.4y,no,si,no,telefono,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.955,5228.1,no
309,56,Empresario,casado,basica.9y,no,si,no,celular,apr,wed,2,999,0,inexistente,-1.8,93.075,-47.1,1.415,5099.1,no
310,35,Tecnico,divorciado,basica.4y,no,si,no,celular,nov,tue,1,9,4,exitosa,-1.1,94.767,-50.8,1.035,4963.6,si
311,43,Tecnico,casado,curso profesional,no,no,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.864,5191,no
312,44,Gerente,casado,universitario,no,no,no,celular,may,fri,1,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
313,47,Empresario,divorciado,universitario,no,no,no,celular,nov,tue,2,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
314,41,Administrativo,casado,curso profesional,desconocido,si,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
315,29,Tecnico,soltero,curso profesional,no,no,no,celular,nov,fri,3,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,si
316,30,Administrativo,casado,secundario,no,si,no,telefono,may,mon,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
317,58,Autonomo,casado,universitario,no,no,no,celular,nov,mon,2,999,1,fallida,-0.1,93.2,-42,4.191,5195.8,no
318,34,Obrero,casado,basica.9y,desconocido,si,si,telefono,may,tue,3,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
319,32,Servicios,casado,secundario,no,si,no,telefono,may,tue,6,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
320,37,Servicios,divorciado,basica.4y,no,no,no,celular,may,fri,8,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
321,49,Tecnico,divorciado,secundario,no,no,no,celular,aug,tue,2,999,0,inexistente,-2.9,92.201,-31.4,0.838,5076.2,no
322,43,Ama de casa,casado,basica.4y,no,no,no,celular,jul,mon,6,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
323,34,Gerente,casado,universitario,no,si,si,celular,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.344,5099.1,no
324,20,estudiante,soltero,desconocido,no,si,no,celular,apr,tue,3,999,0,inexistente,-1.8,93.749,-34.6,0.646,5008.7,no
325,38,Administrativo,casado,universitario,no,si,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
326,54,Gerente,casado,universitario,desconocido,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
327,27,Servicios,soltero,secundario,no,no,no,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
328,32,Administrativo,casado,universitario,no,si,no,celular,nov,thu,1,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
329,43,Obrero,casado,basica.9y,desconocido,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
330,50,Administrativo,divorciado,universitario,no,si,no,celular,nov,fri,3,1,2,exitosa,-0.1,93.2,-42,4.021,5195.8,no
331,50,Empresario,casado,basica.9y,desconocido,no,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
332,33,Tecnico,soltero,curso profesional,no,si,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
333,40,Tecnico,divorciado,curso profesional,no,si,no,celular,aug,tue,8,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
334,25,Administrativo,casado,secundario,no,si,no,celular,nov,thu,1,999,0,inexistente,-3.4,92.649,-30.1,0.714,5017.5,no
335,42,Tecnico,casado,curso profesional,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
336,40,Obrero,casado,basica.9y,no,si,no,telefono,jun,mon,4,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
337,29,Administrativo,soltero,universitario,desconocido,si,no,celular,aug,fri,2,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
338,53,Obrero,casado,basica.4y,desconocido,si,no,celular,aug,fri,5,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
339,64,Ama de casa,casado,basica.4y,no,si,no,celular,nov,mon,1,999,0,inexistente,-3.4,92.649,-30.1,0.722,5017.5,no
340,33,Administrativo,casado,universitario,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.958,5228.1,no
341,40,Tecnico,casado,curso profesional,no,no,no,celular,jul,fri,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
342,53,Administrativo,soltero,universitario,desconocido,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
343,32,Obrero,casado,basica.9y,no,si,no,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
344,57,Tecnico,soltero,curso profesional,no,si,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
345,48,Administrativo,casado,secundario,no,si,no,celular,aug,mon,4,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
346,30,Gerente,casado,universitario,no,no,si,celular,oct,wed,1,6,1,exitosa,-1.1,94.601,-49.5,1.043,4963.6,si
347,31,Obrero,casado,basica.6y,no,no,no,telefono,jun,tue,6,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
348,31,Administrativo,soltero,universitario,desconocido,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
349,51,Ama de casa,casado,desconocido,no,si,si,celular,aug,fri,1,999,0,inexistente,-2.9,92.201,-31.4,0.881,5076.2,si
350,22,Obrero,soltero,basica.6y,desconocido,no,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.864,5191,no
351,34,Gerente,casado,secundario,no,si,no,celular,nov,wed,3,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
352,34,Servicios,casado,secundario,no,si,no,celular,jul,mon,6,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
353,64,Jubilado,casado,universitario,no,no,no,celular,apr,tue,4,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,si
354,27,Administrativo,casado,universitario,no,desconocido,desconocido,telefono,jun,thu,6,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
355,31,unemployed,casado,secundario,si,no,no,celular,nov,tue,2,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
356,56,Jubilado,divorciado,secundario,no,si,no,telefono,jul,fri,1,999,0,inexistente,-1.7,94.215,-40.3,0.896,4991.6,no
357,35,Tecnico,casado,curso profesional,no,no,no,telefono,may,mon,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
358,39,Tecnico,soltero,curso profesional,no,si,no,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
359,41,Gerente,casado,universitario,no,si,no,celular,may,fri,1,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
360,48,Gerente,casado,universitario,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
361,44,Tecnico,soltero,desconocido,desconocido,no,si,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
362,41,Obrero,casado,basica.9y,no,si,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
363,41,Administrativo,casado,secundario,no,si,si,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
364,53,Obrero,soltero,basica.4y,no,no,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
365,35,Tecnico,soltero,secundario,no,si,si,celular,nov,wed,3,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,si
366,33,Administrativo,casado,secundario,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
367,56,Gerente,casado,desconocido,no,si,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
368,48,Servicios,casado,secundario,desconocido,no,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
369,54,Ama de casa,divorciado,universitario,desconocido,si,no,celular,jul,mon,4,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
370,23,estudiante,soltero,secundario,no,si,no,celular,oct,mon,2,999,1,fallida,-1.1,94.601,-49.5,1.032,4963.6,si
371,26,Tecnico,soltero,curso profesional,no,si,no,celular,jul,wed,7,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
372,48,Servicios,casado,secundario,no,si,si,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
373,30,Administrativo,soltero,universitario,no,si,no,telefono,jun,wed,1,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
374,49,Obrero,casado,basica.9y,desconocido,si,no,celular,nov,wed,1,999,1,fallida,-0.1,93.2,-42,4.12,5195.8,no
375,36,unemployed,casado,basica.6y,no,no,no,celular,nov,tue,2,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
376,22,estudiante,soltero,desconocido,no,si,no,celular,may,mon,2,3,2,exitosa,-1.8,93.876,-40,0.682,5008.7,si
377,36,Obrero,casado,basica.6y,no,si,si,celular,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
378,22,Servicios,soltero,secundario,no,si,no,telefono,jun,mon,2,999,0,inexistente,-2.9,92.963,-40.8,1.26,5076.2,no
379,40,Administrativo,soltero,universitario,no,no,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
380,35,Servicios,soltero,secundario,no,si,no,celular,may,wed,1,999,1,fallida,-1.8,92.893,-46.2,1.334,5099.1,no
